image,sheetTitle,productSku,productSlug,productTitle,category,confidence,method,score
HP330.png,JIC 37º swivel female (90º compact elbow),IH-SS-JIC-003,jic-37-swivel-female-90-compact-elbow,JIC 37º swivel female (90º compact elbow),SS316L JIC 37° Fittings,strong,exact,116
HP331.png,Male JIC 37°,IH-SS-JIC-004,male-jic-37,Male JIC 37°,SS316L JIC 37° Fittings,strong,exact,116
HP333.png,Metric female swivel with o-ring 24° cone,IH-SS-MET-001,metric-female-swivel-with-o-ring-24-cone,Metric female swivel with o-ring 24° cone,SS316L Metric Fittings,strong,exact,110
HP334.png,Metric male stud 24° cone,IH-SS-MET-002,metric-male-stud-24-cone,Metric male stud 24° cone,SS316L Metric Fittings,strong,exact,110
HP335.png,Metric swivel female with o-ring 24° cone (45º elbow),IH-SS-MET-003,metric-swivel-female-with-o-ring-24-cone-45-elbow,Metric swivel female with o-ring 24° cone (45º elbow),SS316L Metric Fittings,strong,exact,110
HP337.png,Gas tube standpipes,IH-SS-SP-002,gas-tube-standpipes,Gas tube standpipes,SS316L Standpipes,strong,exact,116
HP338.png,Gas tube standpipes (90º elbow),IH-SS-SP-003,gas-tube-standpipes-90-elbow,Gas tube standpipes (90º elbow),SS316L Standpipes,strong,exact,116
HP339.png,Metric standpipe DIN 2353 fittings (90º elbow),IH-SS-SP-004,metric-standpipe-din-2353-fittings-90-elbow,Metric standpipe DIN 2353 fittings (90º elbow),SS316L Standpipes,strong,exact,116
HP341.png,Metric standpipe for DIN 2353 fittings,IH-SS-SP-006,metric-standpipe-for-din-2353-fittings,Metric standpipe for DIN 2353 fittings,SS316L Standpipes,strong,exact,116
HP342.png,Double hexagonal ORFS swivel female straight,IH-SS-ORFS-001,double-hexagonal-orfs-swivel-female-straight,Double hexagonal ORFS swivel female straight,SS316L ORFS Fittings,strong,exact,110
HP343.png,ORFS male,IH-SS-ORFS-002,orfs-male,ORFS male,SS316L ORFS Fittings,strong,exact,110
HP344.png,ORFS swivel female (45º elbow),IH-SS-ORFS-003,orfs-swivel-female-45-elbow,ORFS swivel female (45º elbow),SS316L ORFS Fittings,strong,exact,116
HP345.png,ORFS swivel female (90º elbow),IH-SS-ORFS-004,orfs-swivel-female-90-elbow,ORFS swivel female (90º elbow),SS316L ORFS Fittings,strong,exact,116
HP349.png,NPSM swivel female 60° cone,IH-SS-NPT-001,npsm-swivel-female-60-cone,NPSM swivel female 60° cone,SS316L NPT-NPSM Fittings,strong,exact,110
HP352.png,NPT male pipe straight,IH-SS-NPT-004,npt-male-pipe-straight,NPT male pipe straight,SS316L NPT-NPSM Fittings,strong,exact,116
HP353.png,Double hexagonal BSP swivel female cone 60º,IH-SS-DH-001,double-hexagonal-bsp-swivel-female-cone-60,Double hexagonal BSP swivel female cone 60º,SS316L Double Hexagonal Fittings,strong,exact,110
HP354.png,Double hexagonal JIC 37º swivel female,IH-SS-DH-002,double-hexagonal-jic-37-swivel-female,Double hexagonal JIC 37º swivel female,SS316L Double Hexagonal Fittings,strong,exact,110
HP359.png,Seals for 3000-6000 psi flange,IH-SS-FL-004,seals-for-3000-6000-psi-flange,Seals for 3000-6000 psi flange,SS316L SAE Flanges for Hoses,strong,exact,116
HP360.png,FGR Combi Grip,,,,,unmatched,UNMATCHED,37
HP361.png,"FGR Plast Grip, Plast Grip E",,,,,unmatched,UNMATCHED,45
HP362.png,FGR E-FP,,,,,unmatched,UNMATCHED,39
HP363.png,FGR REP E,,,,,unmatched,UNMATCHED,38
HP364.png,"FGR Flex, Flex E",,,,,unmatched,UNMATCHED,38
HP365.png,Double Bolt Clamp,,,,,unmatched,UNMATCHED,45
HP366.png,Retaining Pipe Clamp,,,,,unmatched,UNMATCHED,33
HP367.png,Bolt Safety Clamp,,,,,unmatched,UNMATCHED,37
HP368.png,Breeze Constant Torque Clamps,,,,,unmatched,UNMATCHED,35
HP369.png,T-Bolt Clamps,,,,,unmatched,UNMATCHED,33
HP370.png,Hi Torque Clamps,,,,,unmatched,UNMATCHED,34
